"","State.Territory","Week_Ending_Date","Data_Collection_Period","State.Territory_WVAL","National_WVAL","Regional_WVAL","WVAL_Category","Coverage"
"43","Alabama","2024-09-21","6 Months",1.29177987870853,1.16584862745419,1.29594910507667,"Very Low",""
"44","Alabama","2024-12-07","1 Year",7.71423030218198,2.19652674319773,1.75531886951215,"Moderate",""
"45","Alabama","2025-03-15","6 Months",9.79247461259732,5.30536693054263,4.711813961119,"Moderate",""
"46","Alabama","2023-07-01","All Results",1.23247881002285,1.30396024943365,1.36648155342259,"Very Low",""
"47","Alabama","2024-10-26","1 Year",1.7583140971452,1.10082527126502,1.22664194215532,"Low",""
"48","Alabama","2024-07-06","1 Year",1.45479213446498,1.26752405271533,1.23573725465168,"Very Low",""
"49","Alabama","2024-04-20","All Results",2.97954962699649,2.82271603171487,2.12866145877534,"Low",""
"50","Alabama","2024-08-17","1 Year",1.87460277053182,1.22377819372998,1.25142969480391,"Low",""
"51","Alabama","2025-02-15","All Results",12.8476786254235,17.0488112259438,12.8925455633008,"High",""
"52","Alabama","2023-09-09","All Results",1.74934218097002,1.38742950838065,1.65101363268628,"Low",""
"53","Alabama","2024-09-21","All Results",1.29177987870853,1.16584862745419,1.29594910507667,"Very Low",""
"54","Alabama","2024-09-28","1 Year",1.59397537160847,1.24429889703197,1.34353800196614,"Very Low",""
"55","Alabama","2024-04-13","1 Year",8.21197825567416,3.12303212754167,2.62209617330452,"Moderate",""
"56","Alabama","2025-02-01","6 Months",31.2209174138238,20.2010786915409,19.3496595958491,"Very High",""
"57","Alabama","2024-04-20","1 Year",2.97954962699649,2.82271603171487,2.12866145877534,"Low",""
"58","Alabama","2024-12-14","6 Months",11.9615908793011,3.66709128155994,3.50271881820498,"Moderate",""
"59","Alabama","2025-03-08","All Results",11.0681360216016,8.14396335180902,6.31302247870706,"Moderate",""
"60","Alabama","2024-12-21","6 Months",20.2929571952477,5.32947276291952,5.03120734821795,"Very High",""
"61","Alabama","2023-11-25","All Results",5.4157623408572,2.2682737631808,5.54282145138419,"Moderate",""
"62","Alabama","2024-11-23","All Results",4.92050397826936,1.57481884021018,1.32258394498646,"Moderate",""
"63","Alabama","2023-12-30","All Results",16.2740357911027,15.077087274857,18.6508428541751,"High",""
"64","Alabama","2024-12-21","1 Year",20.2929571952477,5.32947276291952,5.03120734821795,"Very High",""
"65","Alabama","2024-05-11","1 Year",4.42797451821353,2.43430839560245,1.61219081101078,"Low",""
"66","Alabama","2025-01-25","6 Months",28.0827698204314,17.9468456071687,19.3801389988442,"Very High",""
"67","Alabama","2022-10-29","All Results",17.768962101217,3.62550996767361,15.3522265620985,"High",""
"68","Alabama","2022-09-03","All Results",1.1996508172174,1.12049122736616,1.1996508172174,"Very Low",""
"69","Alabama","2023-06-10","All Results",1.45068290558956,1.26270147900768,1.40100910105259,"Very Low",""
"70","Alabama","2025-02-01","45 Days",31.2209174138238,20.2010786915409,19.3496595958491,"Very High",""
"71","Alabama","2024-11-02","6 Months",2.79199831694372,1.15979631700497,1.25876640602727,"Low",""
"72","Alabama","2023-07-15","All Results",1.26270098203917,1.44608786915978,1.4697941932996,"Very Low",""
"73","Alabama","2024-06-15","All Results",2.40101742136671,1.54570999488896,1.22423778704978,"Low",""
"74","Alabama","2024-04-06","1 Year",2.59277210484163,3.70374030300032,3.31070462409909,"Low",""
"75","Alabama","2024-10-19","All Results",1.52567186900063,1.18080603973656,1.26841673044539,"Very Low",""
"76","Alabama","2025-03-01","All Results",12.5655974190439,11.1189850838549,9.06623696003287,"High",""
"77","Alabama","2023-10-14","All Results",1.88386183474554,1.38647605626693,1.91255325323531,"Low",""
"78","Alabama","2024-07-20","All Results",1.69493252487596,1.42803370433761,1.27118554292273,"Low",""
"79","Alabama","2024-10-12","All Results",2.12028415552999,1.12461965355255,1.2307229271952,"Low",""
"80","Alabama","2025-03-08","1 Year",11.0681360216016,8.14396335180902,6.31302247870706,"Moderate",""
"81","Alabama","2025-03-15","1 Year",9.79247461259732,5.30536693054263,4.711813961119,"Moderate",""
"82","Alabama","2024-03-30","1 Year",4.87008605953222,3.31947527191716,3.56739294027939,"Moderate",""
"83","Alabama","2024-03-30","All Results",4.87008605953222,3.31947527191716,3.56739294027939,"Moderate",""
"84","Alabama","2024-02-17","All Results",8.77378869249262,6.83335363250542,6.66867315125406,"Moderate",""
"85","Alabama","2024-07-27","All Results",1.44927739743439,1.34677731730591,1.38050097578548,"Very Low",""
"86","Alabama","2022-11-05","All Results",21.3570507063062,5.42433600106697,15.0860369875182,"Very High",""
"87","Alabama","2025-02-22","1 Year",9.10945591961121,12.5363182448864,9.91126215284175,"Moderate",""
"88","Alabama","2023-01-07","All Results",4.50971656117759,9.51675107994296,7.04362670741444,"Moderate",""
"89","Alabama","2023-04-01","All Results",1.5025629401937,1.62364217534453,1.22965055784093,"Very Low",""
"90","Alabama","2024-03-16","1 Year",4.96955920871455,3.61466424257157,2.99463152020138,"Moderate",""
"91","Alabama","2024-07-27","1 Year",1.44927739743439,1.34677731730591,1.38050097578548,"Very Low",""
"92","Alabama","2024-02-24","All Results",10.1086601671229,6.64178184373934,5.3810441899874,"Moderate",""
"93","Alabama","2024-11-23","1 Year",4.92050397826936,1.57481884021018,1.32258394498646,"Moderate",""
"94","Alabama","2024-05-25","All Results",1.26501353912385,1.76651722224085,1.37499801075041,"Very Low",""
"95","Alabama","2023-09-23","All Results",1.99690501300396,1.56724846976133,1.73990520530157,"Low",""
"96","Alabama","2024-10-05","6 Months",1.66435369124175,1.26721810177207,1.39796393764693,"Low",""
"97","Alabama","2023-02-04","All Results",1.76142593022867,2.15462352851584,2.4489532843515,"Low",""
"98","Alabama","2024-01-06","All Results",17.2672795469539,11.4256207413486,16.2641684827782,"High",""
"99","Alabama","2024-01-13","All Results",14.8043895740787,10.5100934389102,12.0731304912265,"High",""
"100","Alabama","2024-10-19","1 Year",1.52567186900063,1.18080603973656,1.26841673044539,"Very Low",""
"101","Alabama","2025-03-08","6 Months",11.0681360216016,8.14396335180902,6.31302247870706,"Moderate",""
"102","Alabama","2023-10-07","All Results",1.16974393176266,1.30708308025902,1.86650552237721,"Very Low",""
"103","Alabama","2024-12-28","1 Year",25.4632686460841,7.86418093898833,8.48460197838767,"Very High",""
"104","Alabama","2025-02-22","45 Days",9.10945591961121,12.5363182448864,9.91126215284175,"Moderate",""
"105","Alabama","2024-12-21","All Results",20.2929571952477,5.32947276291952,5.03120734821795,"Very High",""
"106","Alabama","2024-08-31","1 Year",1.54091107072879,1.26906123277882,1.2800292848985,"Very Low",""
"107","Alabama","2023-04-22","All Results",1.37368807311758,1.37831512097403,1.18837004134494,"Very Low",""
"108","Alabama","2023-05-20","All Results",1.25924781222851,1.39920877128741,1.4634004399707,"Very Low",""
"109","Alabama","2024-11-30","All Results",6.45300541756334,1.52174593817539,1.13803742568582,"Moderate",""
"110","Alabama","2024-10-26","6 Months",1.7583140971452,1.10082527126502,1.22664194215532,"Low",""
"111","Alabama","2023-11-04","All Results",1.57906026610883,1.73705522280753,2.11406193631042,"Very Low",""
"112","Alabama","2024-07-20","1 Year",1.69493252487596,1.42803370433761,1.27118554292273,"Low",""
"113","Alabama","2024-11-23","6 Months",4.92050397826936,1.57481884021018,1.32258394498646,"Moderate",""
"114","Alabama","2024-06-01","1 Year",1.59003936342056,1.76365385481543,1.39793857133068,"Very Low",""
"115","Alabama","2022-10-15","All Results",7.22386217599481,1.57463767318842,6.33097952047202,"Moderate",""
"116","Alabama","2023-06-24","All Results",1.42689981618155,1.34036910714286,1.35144607343748,"Very Low",""
"117","Alabama","2025-02-01","1 Year",31.2209174138238,20.2010786915409,19.3496595958491,"Very High",""
"118","Alabama","2023-02-25","All Results",2.6920046937727,1.67975077353317,1.46449267825396,"Low",""
"119","Alabama","2024-10-05","1 Year",1.66435369124175,1.26721810177207,1.39796393764693,"Low",""
"120","Alabama","2024-12-14","All Results",11.9615908793011,3.66709128155994,3.50271881820498,"Moderate",""
"121","Alabama","2023-09-30","All Results",1.5278374521675,1.49709205457196,2.12370461311342,"Very Low",""
"122","Alabama","2024-11-09","6 Months",3.24386901407458,1.31712051403566,1.39234630856106,"Low",""
"123","Alabama","2024-08-17","All Results",1.87460277053182,1.22377819372998,1.25142969480391,"Low",""
"124","Alabama","2024-09-07","All Results",1.724822310406,1.21948220582083,1.35653833054997,"Low",""
"125","Alabama","2024-06-01","All Results",1.59003936342056,1.76365385481543,1.39793857133068,"Very Low",""
"126","Alabama","2024-11-16","All Results",6.95142709199641,1.46746450052705,1.38179234007064,"Moderate",""
"127","Alabama","2024-01-20","All Results",13.2643782745949,8.76463126602575,8.63406889081712,"High",""
"128","Alabama","2025-01-18","All Results",16.9086123069247,12.5671603882496,11.0595601195978,"High",""
"129","Alabama","2024-06-08","1 Year",2.10083027371745,1.67278752426067,1.28353858472424,"Low",""
"130","Alabama","2025-03-08","45 Days",11.0681360216016,8.14396335180902,6.31302247870706,"Moderate",""
"131","Alabama","2023-06-17","All Results",1.16661497774487,1.32778691827717,1.35274212800993,"Very Low",""
"132","Alabama","2024-06-22","1 Year",2.69006066175064,1.34465587412946,1.27402658600809,"Low",""
"133","Alabama","2024-10-19","6 Months",1.52567186900063,1.18080603973656,1.26841673044539,"Very Low",""
"134","Alabama","2024-08-10","1 Year",1.27930326172514,1.34751655902993,1.27787592097825,"Very Low",""
"135","Alabama","2022-08-20","All Results",1.18406514041587,1.1703635637035,1.20994321962589,"Very Low",""
"136","Alabama","2023-12-02","All Results",7.88099443923026,4.50961047537626,6.82877833884229,"Moderate",""
"137","Alabama","2023-04-29","All Results",1.25019520750342,1.36015039029474,1.25156130180903,"Very Low",""
"138","Alabama","2023-04-15","All Results",1.27400811494143,1.60116018061321,1.44800832160578,"Very Low",""
"139","Alabama","2025-01-04","All Results",21.5646886983894,11.1411243157903,9.79996606361903,"Very High",""
"140","Alabama","2024-07-13","1 Year",1.27652075750377,1.34000323191772,1.204852559782,"Very Low",""
"141","Alabama","2022-10-01","All Results",3.51214269840972,1.53199810955381,2.49650244603447,"Low",""
"142","Alabama","2022-11-26","All Results",17.6839579835716,15.9452023075604,14.8359177276357,"High",""
"143","Alabama","2023-03-11","All Results",1.92826243363163,1.83178520778852,1.28943641671303,"Low",""
"144","Alabama","2022-12-10","All Results",11.2253394876888,19.3638239264934,10.7418097730332,"Moderate",""
"145","Alabama","2022-09-24","All Results",1.86841951336708,1.53607477039007,1.62212549870995,"Low",""
"146","Alabama","2025-02-22","6 Months",9.10945591961121,12.5363182448864,9.91126215284175,"Moderate",""
"147","Alabama","2023-08-05","All Results",1.25480015149501,1.28651537040562,1.39502361084885,"Very Low",""
"148","Alabama","2023-03-04","All Results",1.35881029147977,1.88204946901683,1.40010773796901,"Very Low",""
"149","Alabama","2023-04-08","All Results",1.5520174961077,1.64631124101232,1.21869016323955,"Very Low",""
"150","Alabama","2025-01-25","1 Year",28.0827698204314,17.9468456071687,19.3801389988442,"Very High",""
"151","Alabama","2024-10-26","All Results",1.7583140971452,1.10082527126502,1.22664194215532,"Low",""
"152","Alabama","2024-05-18","1 Year",1.7483770845501,2.1485595485805,1.67832975698306,"Low",""
"153","Alabama","2024-11-16","1 Year",6.95142709199641,1.46746450052705,1.38179234007064,"Moderate",""
"154","Alabama","2023-03-18","All Results",2.24361673437377,1.85167746305997,1.20417492410859,"Low",""
"155","Alabama","2022-12-17","All Results",7.57855378403715,18.8569250370463,8.41585700985436,"Moderate",""
"156","Alabama","2024-05-11","All Results",4.42797451821353,2.43430839560245,1.61219081101078,"Low",""
"157","Alabama","2023-05-27","All Results",1.32466993287557,1.33170884981413,1.31267406759999,"Very Low",""
"158","Alabama","2025-01-18","1 Year",16.9086123069247,12.5671603882496,11.0595601195978,"High",""
"159","Alabama","2024-07-06","All Results",1.45479213446498,1.26752405271533,1.23573725465168,"Very Low",""
"160","Alabama","2024-08-10","All Results",1.27930326172514,1.34751655902993,1.27787592097825,"Very Low",""
"161","Alabama","2023-02-18","All Results",1.93375787839341,1.86839185013287,1.83646460975993,"Low",""
"162","Alabama","2025-03-01","6 Months",12.5655974190439,11.1189850838549,9.06623696003287,"High",""
"163","Alabama","2025-01-25","All Results",28.0827698204314,17.9468456071687,19.3801389988442,"Very High",""
"164","Alabama","2023-09-16","All Results",1.38294381993906,1.46690265456296,1.52665513686607,"Very Low",""
"165","Alabama","2024-04-27","1 Year",3.87735958984714,2.17450050301434,1.87511700069423,"Low",""
"166","Alabama","2024-09-14","All Results",1.5130247827822,1.18532455255668,1.2251890838522,"Very Low",""
"167","Alabama","2024-11-09","1 Year",3.24386901407458,1.31712051403566,1.39234630856106,"Low",""
"168","Alabama","2024-05-25","1 Year",1.26501353912385,1.76651722224085,1.37499801075041,"Very Low",""
"169","Alabama","2024-09-07","1 Year",1.724822310406,1.21948220582083,1.35653833054997,"Low",""
"170","Alabama","2024-03-09","All Results",5.04860801702623,4.66639097587307,3.5374884302296,"Moderate",""
"171","Alabama","2024-11-30","1 Year",6.45300541756334,1.52174593817539,1.13803742568582,"Moderate",""
"172","Alabama","2023-06-03","All Results",1.15820124781594,1.28543030772512,1.23792946011269,"Very Low",""
"173","Alabama","2024-08-31","All Results",1.54091107072879,1.26906123277882,1.2800292848985,"Very Low",""
"174","Alabama","2025-01-04","1 Year",21.5646886983894,11.1411243157903,9.79996606361903,"Very High",""
"175","Alabama","2023-12-23","All Results",16.2365247824001,10.4779515563786,13.3112045116939,"High",""
"176","Alabama","2024-12-28","6 Months",25.4632686460841,7.86418093898833,8.48460197838767,"Very High",""
"177","Alabama","2023-08-26","All Results",1.44104701175189,1.34478444751947,1.39948436320087,"Very Low",""
"178","Alabama","2025-02-08","1 Year",28.776778253218,19.2549941639292,16.6628879437244,"Very High",""
"179","Alabama","2022-12-31","All Results",9.59708685967402,14.6960964262483,10.3702181669808,"Moderate",""
"180","Alabama","2025-01-11","6 Months",17.9049200048353,10.7488780683158,10.5746047961178,"High",""
"181","Alabama","2023-07-29","All Results",1.26490646578632,1.26424867903585,1.28986616663933,"Very Low",""
"182","Alabama","2024-09-14","1 Year",1.5130247827822,1.18532455255668,1.2251890838522,"Very Low",""
"183","Alabama","2023-11-11","All Results",2.78759682569109,1.75164888776153,3.29245264622356,"Low",""
"184","Alabama","2024-09-28","6 Months",1.59397537160847,1.24429889703197,1.34353800196614,"Very Low",""
"185","Alabama","2024-03-16","All Results",4.96955920871455,3.61466424257157,2.99463152020138,"Moderate",""
"186","Alabama","2024-10-12","1 Year",2.12028415552999,1.12461965355255,1.2307229271952,"Low",""
"187","Alabama","2024-10-12","6 Months",2.12028415552999,1.12461965355255,1.2307229271952,"Low",""
"188","Alabama","2024-08-03","All Results",1.46121540238726,1.25833801995808,1.25969477705071,"Very Low",""
"189","Alabama","2025-03-01","45 Days",12.5655974190439,11.1189850838549,9.06623696003287,"High",""
"190","Alabama","2024-04-27","All Results",3.87735958984714,2.17450050301434,1.87511700069423,"Low",""
"191","Alabama","2022-09-17","All Results",2.27525973048037,1.30063347521226,1.32967267392523,"Low",""
"192","Alabama","2025-02-08","45 Days",28.776778253218,19.2549941639292,16.6628879437244,"Very High",""
"193","Alabama","2023-03-25","All Results",1.3405673145214,1.66419569689157,1.28752744278312,"Very Low",""
"194","Alabama","2024-02-03","All Results",8.3736015638435,8.09444847628328,7.83748812489601,"Moderate",""
"195","Alabama","2024-12-14","1 Year",11.9615908793011,3.66709128155994,3.50271881820498,"Moderate",""
"196","Alabama","2025-01-18","6 Months",16.9086123069247,12.5671603882496,11.0595601195978,"High",""
"197","Alabama","2022-08-27","All Results",1.08317830947903,1.51859024460311,1.36117952721054,"Very Low",""
"198","Alabama","2023-01-28","All Results",1.34149765081901,2.67186777552135,2.72400707802985,"Very Low",""
"199","Alabama","2024-06-15","1 Year",2.40101742136671,1.54570999488896,1.22423778704978,"Low",""
"200","Alabama","2024-06-29","1 Year",1.71390919009312,1.42929983343653,1.2339928120102,"Low",""
"201","Alabama","2025-02-01","All Results",31.2209174138238,20.2010786915409,19.3496595958491,"Very High",""
"202","Alabama","2023-08-19","All Results",1.67080121135565,1.4252260654473,1.5328403076862,"Low",""
"203","Alabama","2024-07-13","All Results",1.27652075750377,1.34000323191772,1.204852559782,"Very Low",""
"204","Alabama","2024-10-05","All Results",1.66435369124175,1.26721810177207,1.39796393764693,"Low",""
"205","Alabama","2024-03-23","All Results",5.10238380495929,3.02979198735112,2.78111808918593,"Moderate",""
"206","Alabama","2024-04-13","All Results",8.21197825567416,3.12303212754167,2.62209617330452,"Moderate",""
"207","Alabama","2024-05-18","All Results",1.7483770845501,2.1485595485805,1.67832975698306,"Low",""
"208","Alabama","2024-12-07","All Results",7.71423030218198,2.19652674319773,1.75531886951215,"Moderate",""
"209","Alabama","2024-03-02","All Results",8.12129810375419,6.18327262330311,5.21348245278835,"Moderate",""
"210","Alabama","2025-02-22","All Results",9.10945591961121,12.5363182448864,9.91126215284175,"Moderate",""
"211","Alabama","2023-12-09","All Results",7.60128592724481,5.68172864903393,7.38402811521906,"Moderate",""
"212","Alabama","2024-12-28","All Results",25.4632686460841,7.86418093898833,8.48460197838767,"Very High",""
"213","Alabama","2024-03-23","1 Year",5.10238380495929,3.02979198735112,2.78111808918593,"Moderate",""
"214","Alabama","2023-01-21","All Results",1.29523954602593,3.4309201022041,3.55037221725779,"Very Low",""
"215","Alabama","2023-10-21","All Results",1.33347038338722,1.48193641603233,1.78004935043071,"Very Low",""
"216","Alabama","2022-10-08","All Results",5.44179995390157,1.2875260134606,3.4445125903775,"Moderate",""
"217","Alabama","2024-08-24","1 Year",1.70073805042463,1.2470072905104,1.22046954343301,"Low",""
"218","Alabama","2025-02-15","45 Days",12.8476786254235,17.0488112259438,12.8925455633008,"High",""
"219","Alabama","2023-02-11","All Results",2.32112465891034,1.83404785179821,2.49134250284641,"Low",""
"220","Alabama","2024-05-04","All Results",3.3221648433853,2.45754953806397,1.84075903484558,"Low",""
"221","Alabama","2025-01-11","All Results",17.9049200048353,10.7488780683158,10.5746047961178,"High",""
"222","Alabama","2024-11-16","6 Months",6.95142709199641,1.46746450052705,1.38179234007064,"Moderate",""
"223","Alaska","2024-06-29","All Results",2.0199424817666,1.42929983343653,1.56263989016136,"Low",""
"224","Alaska","2024-11-02","1 Year",1,1.15979631700497,1.60326389490443,"Very Low",""
"225","Alaska","2023-12-16","All Results",6.31799054149975,7.24948852534086,10.6052564338582,"Moderate",""
"226","Alaska","2023-08-12","All Results",1.74113139764363,1.40598840387037,1.43712768945816,"Low",""
"227","Alaska","2024-05-04","1 Year",4.20312779046545,2.45754953806397,2.58946323078516,"Low",""
"228","Alaska","2025-02-08","6 Months",10.3407385188002,19.2549941639292,21.8054870893165,"Moderate",""
"229","Alaska","2024-09-21","1 Year",1.86091288457306,1.16584862745419,1.19315750580352,"Low",""
"230","Alaska","2025-03-15","45 Days",10.4638779126143,5.30536693054263,4.22220867777041,"Moderate",""
"231","Alaska","2025-02-15","1 Year",14.1840781350011,17.0488112259438,18.4067205333745,"High",""
"232","Alaska","2024-01-27","All Results",7.64000116932756,8.32378959190988,9.04629134330795,"Moderate",""
"233","Alaska","2024-11-09","All Results",2.26604196886505,1.31712051403566,1.98580402002049,"Low",""
"234","Alaska","2024-06-22","All Results",5.6353974271892,1.34465587412946,1.66304626530382,"Moderate",""
"235","Alaska","2024-12-07","6 Months",5.6297388156057,2.19652674319773,7.09337008054982,"Moderate",""
"236","Alaska","2023-09-02","All Results",2.80579689345685,1.3447779039514,1.47144938651637,"Low",""
"237","Alaska","2025-03-01","1 Year",20.6426812432989,11.1189850838549,11.6149666712117,"Very High",""
"238","Alaska","2024-11-30","6 Months",1.20787747135006,1.52174593817539,4.7573967721078,"Very Low",""
"239","Alaska","2023-07-22","All Results",0.609776224425316,1.36018687752725,1.38586328725058,"Very Low",""
"240","Alaska","2024-11-02","All Results",1,1.15979631700497,1.60326389490443,"Very Low",""
"241","Alaska","2024-04-06","All Results",2.93517301698898,3.70374030300032,2.30474639909955,"Low",""
"242","Alaska","2025-03-15","All Results",10.4638779126143,5.30536693054263,4.22220867777041,"Moderate",""
"243","Alaska","2024-02-10","All Results",8.27514190999906,7.44932522463829,6.96495403592337,"Moderate",""
"244","Alaska","2025-02-08","All Results",10.3407385188002,19.2549941639292,21.8054870893165,"Moderate",""
"245","Alaska","2024-06-08","All Results",6.59266333205054,1.67278752426067,2.26912569741348,"Moderate",""
"246","Alaska","2023-11-18","All Results",13.8018155049105,2.04067888093034,3.94279012486534,"High",""
"247","Alaska","2025-01-11","1 Year",8.17671185026729,10.7488780683158,20.9476334104729,"Moderate",""
"248","Alaska","2023-10-28","All Results",23.4185014381698,1.48201155984462,1.77176190239421,"Very High",""
"249","Alaska","2023-07-08","All Results",1.23198202631773,1.30992486294431,1.32310905864756,"Very Low",""
"250","Alaska","2024-08-24","All Results",1,1.2470072905104,1.17911912471673,"Very Low",""
"251","Alaska","2024-08-03","1 Year",3.05561096214739,1.25833801995808,1.26204777976057,"Low",""
"252","Alaska","2025-02-15","6 Months",14.1840781350011,17.0488112259438,18.4067205333745,"High",""
"253","Alaska","2025-01-04","6 Months",7.91216562636108,11.1411243157903,18.813905438354,"Moderate",""
"254","Alaska","2024-09-28","All Results",2.85074988836909,1.24429889703197,1.17402736025647,"Low",""
"255","Alaska","2024-09-21","6 Months",1.86091288457306,1.16584862745419,1.19315750580352,"Low",""
"256","Alaska","2024-12-07","1 Year",5.6297388156057,2.19652674319773,7.09337008054982,"Moderate",""
"257","Alaska","2025-03-15","6 Months",10.4638779126143,5.30536693054263,4.22220867777041,"Moderate",""
"258","Alaska","2023-07-01","All Results",1.1855191932227,1.30396024943365,1.35358798864303,"Very Low",""
"259","Alaska","2024-10-26","1 Year",1,1.10082527126502,1.24346902289841,"Very Low",""
"260","Alaska","2024-07-06","1 Year",1.69414572986599,1.26752405271533,1.24105042327337,"Low",""
"261","Alaska","2024-04-20","All Results",1.83552714905787,2.82271603171487,2.32518779110591,"Low",""
"262","Alaska","2024-08-17","1 Year",1,1.22377819372998,1.17200854100274,"Very Low",""
"263","Alaska","2023-09-09","All Results",3.70841729398288,1.38742950838065,1.53626929765284,"Low",""
"264","Alaska","2025-02-15","All Results",14.1840781350011,17.0488112259438,18.4067205333745,"High",""
"265","Alaska","2024-09-21","All Results",1.86091288457306,1.16584862745419,1.19315750580352,"Low",""
"266","Alaska","2024-04-13","1 Year",2.70214617167684,3.12303212754167,2.43234973062674,"Low",""
"267","Alaska","2024-09-28","1 Year",2.85074988836909,1.24429889703197,1.17402736025647,"Low",""
"268","Alaska","2025-02-01","6 Months",14.751942887212,20.2010786915409,23.4983057549825,"High",""
"269","Alaska","2024-04-20","1 Year",1.83552714905787,2.82271603171487,2.32518779110591,"Low",""
"270","Alaska","2024-12-14","6 Months",2.68495172619938,3.66709128155994,10.1796871696667,"Low",""
"271","Alaska","2025-03-08","All Results",13.792633106483,8.14396335180902,7.29806379637288,"High",""
"272","Alaska","2024-12-21","6 Months",5.82272805318907,5.32947276291952,11.9105123911963,"Moderate",""
"273","Alaska","2023-11-25","All Results",14.5676983953148,2.2682737631808,4.59629191859645,"High",""
"274","Alaska","2024-11-23","All Results",1.67293332931991,1.57481884021018,3.66644390670371,"Low",""
"275","Alaska","2023-12-30","All Results",10.4315326761321,15.077087274857,16.664364292895,"Moderate",""
